epoch,train_mse,val_mae,best_val_mae_so_far
1,0.38520568365400487,0.4870730873785521,0.4870730873785521
2,0.36067739399996673,0.4862117406569029,0.4862117406569029
3,0.35610405775633724,0.4851319256581758,0.4851319256581758
4,0.3575248691168698,0.4860197635073411,0.4851319256581758
5,0.35791044343601575,0.48675891757011414,0.4851319256581758
6,0.3563442975282669,0.48767377357733876,0.4851319256581758
7,0.3609608005393635,0.48460101453881516,0.48460101453881516
8,0.3569418969479474,0.4902125895023346,0.48460101453881516
9,0.35455420992591163,0.49098274582310725,0.48460101453881516
10,0.35198194167830726,0.48789076114955704,0.48460101453881516
11,0.3597561023452065,0.4939975487558465,0.48460101453881516
12,0.3532169780947945,0.49225045034759923,0.48460101453881516
13,0.3514907444065267,0.49342783814982366,0.48460101453881516
14,0.3517351540652188,0.4962636059836337,0.48460101453881516
15,0.3508189621296796,0.49372573275315135,0.48460101453881516
16,0.34316329305822196,0.49127527757694844,0.48460101453881516
17,0.3439326589757746,0.49782413244247437,0.48460101453881516
18,0.34885883250019767,0.4903076761647275,0.48460101453881516
19,0.341207785227082,0.5039498633459994,0.48460101453881516
20,0.34109529121355575,0.506929066620375,0.48460101453881516
21,0.34033958884802734,0.5118814471520876,0.48460101453881516
22,0.3424182498996908,0.4966578138502021,0.48460101453881516
23,0.3443282880566337,0.499058136814519,0.48460101453881516
24,0.3427312856370753,0.5008836467015115,0.48460101453881516
25,0.3425057527693835,0.4985635923711877,0.48460101453881516
26,0.33394055610353296,0.5000764633479872,0.48460101453881516
27,0.3381493297490207,0.5106142069164076,0.48460101453881516
28,0.3334775743159381,0.5094689052355917,0.48460101453881516
29,0.3336524930867282,0.5043116917735652,0.48460101453881516
30,0.33014369119297376,0.5049984062972822,0.48460101453881516
31,0.33663937612013384,0.5042780606370223,0.48460101453881516
32,0.3317043878815391,0.5017605894490292,0.48460101453881516
33,0.3339028691703623,0.5070544261681406,0.48460101453881516
34,0.32714571275494314,0.5053891508202804,0.48460101453881516
35,0.32559817026961935,0.5187930417688269,0.48460101453881516
36,0.32790891230106356,0.5054101002843756,0.48460101453881516
37,0.3279749956997958,0.5058890204680594,0.48460101453881516
38,0.3267762129957026,0.5173588128466355,0.48460101453881516
39,0.32304501289671117,0.5188950033564317,0.48460101453881516
40,0.3313482311638919,0.5008169020477095,0.48460101453881516
41,0.3221480675719001,0.5004535662500482,0.48460101453881516
42,0.32126631899313496,0.5014260301464483,0.48460101453881516
43,0.323659039627422,0.5074867872815383,0.48460101453881516
44,0.3226372651078484,0.49445369839668274,0.48460101453881516
