epoch,train_mse,val_mae,best_val_mae_so_far
1,0.4503247632221742,0.5068437347286626,0.5068437347286626
2,0.3877815739675002,0.49125058400003535,0.49125058400003535
3,0.3760605581782081,0.48732162933600576,0.48732162933600576
4,0.3652657465501265,0.4844813252750196,0.4844813252750196
5,0.365124744718725,0.484175620894683,0.484175620894683
6,0.3606721669435501,0.48332148162942185,0.48332148162942185
7,0.35989519357681277,0.4821394572132512,0.4821394572132512
8,0.3622616941278631,0.48210722835440384,0.48210722835440384
9,0.3592650757594542,0.48479597192061574,0.48210722835440384
10,0.3582857375795191,0.4823613260921679,0.48210722835440384
11,0.3546202486211603,0.48721964892588165,0.48210722835440384
12,0.35484931658614766,0.48351491125006424,0.48210722835440384
13,0.3552395430478183,0.4831325819617824,0.48210722835440384
14,0.35630717223340813,0.4838731916327226,0.48210722835440384
15,0.35740116021849894,0.4832070501227128,0.48210722835440384
16,0.3560952294956554,0.4855977751706776,0.48210722835440384
17,0.3544882275841453,0.4846534336868085,0.48210722835440384
18,0.35472683418880807,0.48554400393837377,0.48210722835440384
19,0.35659287653186106,0.48556992097904805,0.48210722835440384
20,0.3548421084880829,0.4849738415918852,0.48210722835440384
21,0.3536600410938263,0.4842305716715361,0.48210722835440384
22,0.35689514767039904,0.4852067953661868,0.48210722835440384
23,0.35227677740833974,0.4866343219029276,0.48210722835440384
24,0.35197038135745307,0.4856345433937876,0.48210722835440384
25,0.3489745847203515,0.4860984243844685,0.48210722835440384
26,0.35204847211187534,0.48535824920001785,0.48210722835440384
27,0.3524643201719631,0.4854254487313722,0.48210722835440384
28,0.352148255163973,0.48490488215496663,0.48210722835440384
29,0.35126988047903235,0.4874939400898783,0.48210722835440384
30,0.35367799049074,0.48729226934282405,0.48210722835440384
31,0.3493599219755693,0.48689468597110946,0.48210722835440384
32,0.34958008961244064,0.48889668521128204,0.48210722835440384
33,0.3500094064257362,0.48782163074142054,0.48210722835440384
34,0.3501199120824987,0.48856805186522634,0.48210722835440384
35,0.3487227084961804,0.4900023247066297,0.48210722835440384
36,0.3517124582420696,0.48763918249230637,0.48210722835440384
37,0.3455497919158502,0.48703551762982417,0.48210722835440384
38,0.35206802379001273,0.4898113278966201,0.48210722835440384
39,0.34896209971471265,0.4881721358550222,0.48210722835440384
40,0.34751751829277383,0.4873338106431459,0.48210722835440384
41,0.34726523784073915,0.4893538198973003,0.48210722835440384
42,0.34701264825734224,0.4878566751354619,0.48210722835440384
43,0.34275908930735155,0.4888518013452229,0.48210722835440384
44,0.3461208140308207,0.490740987815355,0.48210722835440384
45,0.34348696714097804,0.48830907125222056,0.48210722835440384
46,0.3478772829879414,0.48873349553660345,0.48210722835440384
47,0.3443687065081163,0.48989465205292954,0.48210722835440384
48,0.34141468459909613,0.489337378426602,0.48210722835440384
49,0.34358233646913006,0.4897023015900662,0.48210722835440384
50,0.34182067784396086,0.491061646687357,0.48210722835440384
51,0.34177205725149673,0.4909070855692813,0.48210722835440384
52,0.34272785213860596,0.4910000546982414,0.48210722835440384
53,0.34184445305304095,0.4898295920146139,0.48210722835440384
54,0.3413787159052762,0.49403995118643107,0.48210722835440384
55,0.33911480713974346,0.4909021336781351,0.48210722835440384
56,0.34159972207112743,0.4916771007211585,0.48210722835440384
57,0.339865918322043,0.49364934469524185,0.48210722835440384
58,0.3449584134600379,0.49077925870293065,0.48210722835440384
59,0.34030477133664216,0.4910112164522472,0.48210722835440384
60,0.33783359039913524,0.4932124599030143,0.48210722835440384
61,0.33645019937645304,0.4930050200537631,0.48210722835440384
62,0.34388950981877064,0.4931021050402993,0.48210722835440384
63,0.34192781583829357,0.4919122284964511,0.48210722835440384
64,0.33675794032487,0.4928734663285707,0.48210722835440384
65,0.3359406731345437,0.4937746524810791,0.48210722835440384
66,0.3367273447188464,0.492554844994294,0.48210722835440384
67,0.3412996140393344,0.49325158564667954,0.48210722835440384
68,0.33681528107686476,0.4935064754988018,0.48210722835440384
69,0.33647776354442943,0.49282009507480423,0.48210722835440384
70,0.33528120382265614,0.4954116218968442,0.48210722835440384
71,0.3359323249621825,0.49378645420074463,0.48210722835440384
72,0.33882683515548706,0.4947987277256815,0.48210722835440384
73,0.3361829299818386,0.49370106270438746,0.48210722835440384
74,0.33617342845960096,0.49418700839343827,0.48210722835440384
75,0.3386214107275009,0.494071027165965,0.48210722835440384
76,0.3385115176439285,0.49449009487503454,0.48210722835440384
77,0.3360995506698435,0.4959064251498172,0.48210722835440384
78,0.3350561239502647,0.49571929950463145,0.48210722835440384
79,0.33647711331194097,0.4941355256657851,0.48210722835440384
80,0.333637031100013,0.49790385051777486,0.48210722835440384
81,0.33763920014554805,0.4963313545051374,0.48210722835440384
82,0.33608622469685295,0.4979508032924251,0.48210722835440384
83,0.33613215766169807,0.49731490643400894,0.48210722835440384
84,0.3324267875064503,0.49568489664479304,0.48210722835440384
85,0.32923898236318067,0.49934810400009155,0.48210722835440384
86,0.333979163386605,0.49660438456033407,0.48210722835440384
87,0.33310604908249597,0.497985408494347,0.48210722835440384
88,0.3287043953483755,0.499283094155161,0.48210722835440384
89,0.3335084088824012,0.5010691614527452,0.48210722835440384
90,0.3297418633645231,0.49789284248101084,0.48210722835440384
91,0.33026364608244463,0.4987898249375193,0.48210722835440384
92,0.32938417277552867,0.5007697281084562,0.48210722835440384
93,0.3314177393913269,0.4990616095693488,0.48210722835440384
94,0.3291104533455589,0.5009041632476606,0.48210722835440384
95,0.3275519991462881,0.4999452813675529,0.48210722835440384
96,0.326548831300302,0.4990490941624892,0.48210722835440384
97,0.32959642030976033,0.49994628680379766,0.48210722835440384
98,0.32974615747278385,0.5013676646508669,0.48210722835440384
99,0.32706822698766536,0.502016555321844,0.48210722835440384
100,0.3285927469080145,0.5024473165210924,0.48210722835440384
101,0.3275192615660754,0.5004922857410029,0.48210722835440384
102,0.3302955497394909,0.5021848427621942,0.48210722835440384
103,0.32798641567880454,0.5020440518856049,0.48210722835440384
104,0.32695023146542634,0.5008672240533327,0.48210722835440384
105,0.32875227521766315,0.5016176967244399,0.48210722835440384
106,0.32992952926592395,0.5033316659299951,0.48210722835440384
107,0.32385452145879917,0.5051042170901048,0.48210722835440384
108,0.3251554936170578,0.5021159915547622,0.48210722835440384
109,0.3253686167977073,0.5033329960546995,0.48210722835440384
110,0.32511019056493584,0.5060311681345889,0.48210722835440384
111,0.32404559823599727,0.5022973198639719,0.48210722835440384
112,0.3242083969441327,0.5043097483484369,0.48210722835440384
113,0.32268047576600856,0.5039502068569786,0.48210722835440384
114,0.32391596219756386,0.5040164072262613,0.48210722835440384
115,0.3243526247414676,0.5052716653597983,0.48210722835440384
116,0.3212312996387482,0.5043384542590693,0.48210722835440384
117,0.32219041044061836,0.5028382696603474,0.48210722835440384
118,0.3195377460934899,0.5054804227854076,0.48210722835440384
119,0.3219416350126266,0.5029668557016473,0.48210722835440384
120,0.32112999314611607,0.5075552008653942,0.48210722835440384
121,0.3182389267466285,0.5058381102587047,0.48210722835440384
122,0.3201528844508258,0.505203526271017,0.48210722835440384
123,0.31837828430262477,0.5059482016061482,0.48210722835440384
124,0.31987065727060493,0.5055499092528695,0.48210722835440384
125,0.31837254708463497,0.5063927079501905,0.48210722835440384
126,0.32083612842993303,0.5044561781381306,0.48210722835440384
127,0.31918836073441936,0.5050286493803325,0.48210722835440384
128,0.3175909719683907,0.5067838712742454,0.48210722835440384
129,0.3183251313187859,0.508268814337881,0.48210722835440384
130,0.32166574461893604,0.5088393656831038,0.48210722835440384
131,0.3194096771153537,0.5106091389530584,0.48210722835440384
132,0.3180301484736529,0.5068099624232242,0.48210722835440384
133,0.3161854169585488,0.5077132817945982,0.48210722835440384
134,0.31740580959753556,0.5064073910838679,0.48210722835440384
135,0.31755067922852254,0.508237716398741,0.48210722835440384
136,0.31657607121901077,0.5085847801283786,0.48210722835440384
137,0.3188018728386272,0.5078169625056418,0.48210722835440384
138,0.31470164846290244,0.5077921544250689,0.48210722835440384
139,0.3179350354454734,0.509326287006077,0.48210722835440384
140,0.31362454132600265,0.511870812428625,0.48210722835440384
141,0.31603273939002646,0.5088199188834742,0.48210722835440384
142,0.3114902753721584,0.5108821627340818,0.48210722835440384
143,0.31650748334147716,0.5085850828572324,0.48210722835440384
144,0.31993270380930466,0.5099933100374121,0.48210722835440384
145,0.3157618685202165,0.5093873598073658,0.48210722835440384
146,0.3115948062051426,0.5112381232412238,0.48210722835440384
147,0.31655696440826764,0.5116202988122639,0.48210722835440384
148,0.3142348489978097,0.5090083072060033,0.48210722835440384
149,0.3153059271248904,0.5106551035454399,0.48210722835440384
150,0.3147963282736865,0.5096163577155063,0.48210722835440384
151,0.31097825928167866,0.5090423289098238,0.48210722835440384
152,0.31093693348494444,0.5107165465229436,0.48210722835440384
153,0.3116230406544425,0.5093952636969717,0.48210722835440384
154,0.30980939973484384,0.5121911152413017,0.48210722835440384
155,0.3105704340067777,0.5101463214347237,0.48210722835440384
156,0.3076829972592267,0.5113615032873655,0.48210722835440384
157,0.3083455267277631,0.5111101316778284,0.48210722835440384
158,0.30967927873134615,0.5138288626545354,0.48210722835440384
159,0.30820971564813093,0.5103095236577486,0.48210722835440384
160,0.3089128545739434,0.5132342482867994,0.48210722835440384
161,0.3068506300449371,0.5133602117237291,0.48210722835440384
162,0.30729701220989225,0.5136361561323467,0.48210722835440384
163,0.30775814815001057,0.513756419482984,0.48210722835440384
164,0.3090231453830546,0.5130867769843653,0.48210722835440384
165,0.30795684456825256,0.515729075983951,0.48210722835440384
166,0.3052674057808789,0.512155714787935,0.48210722835440384
167,0.3090756177902222,0.5141405227937197,0.48210722835440384
168,0.3061352347785776,0.5118771399322309,0.48210722835440384
169,0.3051654875278473,0.5125007472540203,0.48210722835440384
170,0.30859806510535154,0.5126864502304479,0.48210722835440384
171,0.30661110552874477,0.5117522729070563,0.48210722835440384
172,0.30709802237423983,0.5116807253737199,0.48210722835440384
173,0.3049703375859694,0.5146821015759518,0.48210722835440384
174,0.30903191403909164,0.5159538419623124,0.48210722835440384
175,0.30375777862288733,0.5154686240773452,0.48210722835440384
176,0.30741997848857533,0.5121204006044489,0.48210722835440384
177,0.30114952867681327,0.5172340273857117,0.48210722835440384
178,0.3056973159313202,0.5153895036170357,0.48210722835440384
179,0.30312493524768136,0.5184841501085382,0.48210722835440384
180,0.3084095456383445,0.513246089220047,0.48210722835440384
181,0.3046140399846164,0.5135123619907781,0.48210722835440384
182,0.2987278686328368,0.5142462535908348,0.48210722835440384
183,0.30546394803307275,0.5152927809639981,0.48210722835440384
184,0.3041588693857193,0.5144305542895669,0.48210722835440384
185,0.3013151626695286,0.514121833600496,0.48210722835440384
186,0.30152001109990206,0.513838164116207,0.48210722835440384
187,0.2998113659295169,0.5157912844105771,0.48210722835440384
188,0.3083477399565957,0.5133799832118185,0.48210722835440384
189,0.3039019801399925,0.5134714418335965,0.48210722835440384
190,0.3015275253490968,0.5154392468301874,0.48210722835440384
191,0.30138788981871173,0.5153798664871015,0.48210722835440384
192,0.3008583599870855,0.5185242828569914,0.48210722835440384
193,0.29986558800393887,0.5158717898946059,0.48210722835440384
194,0.3015742071650245,0.5170160108490994,0.48210722835440384
195,0.30441913333806125,0.5167146795674374,0.48210722835440384
196,0.2993890429084951,0.5172448126893294,0.48210722835440384
197,0.29789272926070476,0.5163949053538474,0.48210722835440384
198,0.3026075663891706,0.5151582328896773,0.48210722835440384
199,0.2986348325555975,0.515226086503581,0.48210722835440384
200,0.2979949561032382,0.5161904206401423,0.48210722835440384
201,0.3016437308354811,0.5155510165189442,0.48210722835440384
202,0.30042236935008654,0.5154302465288263,0.48210722835440384
203,0.30005166097120806,0.5183031213910956,0.48210722835440384
204,0.3003804651173678,0.5157949265680815,0.48210722835440384
205,0.29347639219327404,0.5174649985213029,0.48210722835440384
206,0.29697098515250464,0.5166498955927397,0.48210722835440384
207,0.29772600477392025,0.5182296618034965,0.48210722835440384
208,0.29577365707267417,0.5167905531431499,0.48210722835440384
209,0.2972785326567563,0.5222600698471069,0.48210722835440384
